"","Ancestor","Clan"
"850","modern Bacteria","PF08847"
"851","modern Bacteria","PF08850"
"852","modern Bacteria","PF08853"
"853","modern Bacteria","PF08855"
"854","modern Bacteria","PF08858"
"855","modern Bacteria","PF08860"
"856","modern Bacteria","PF08864"
"857","modern Bacteria","PF08865"
"858","modern Bacteria","PF08866"
"859","modern Bacteria","PF08868"
"860","modern Bacteria","PF08872"
"861","modern Bacteria","PF08886"
"862","modern Bacteria","PF08891"
"863","modern Bacteria","PF08895"
"864","modern Bacteria","PF08897"
"865","modern Bacteria","PF08900"
"866","modern Bacteria","PF08904"
"867","modern Bacteria","PF08908"
"868","modern Bacteria","PF08951"
"869","modern Bacteria","PF08955"
"870","modern Bacteria","PF08958"
"871","modern Bacteria","PF08962"
"872","modern Bacteria","PF08963"
"873","modern Bacteria","PF08968"
"874","modern Bacteria","PF08970"
"875","modern Bacteria","PF08977"
"876","modern Bacteria","PF08989"
"877","modern Bacteria","PF09021"
"878","modern Bacteria","CL0629"
"879","modern Bacteria","CL0634"
"880","modern Bacteria","PF09150"
"881","modern Bacteria","PF09163"
"882","modern Bacteria","PF09168"
"883","modern Bacteria","CL0636"
"884","modern Bacteria","PF09269"
"885","modern Bacteria","PF09321"
"886","modern Bacteria","PF09326"
"887","modern Bacteria","PF09338"
"888","modern Bacteria","PF09353"
"889","modern Bacteria","PF09357"
"890","modern Bacteria","PF09361"
"891","modern Bacteria","PF09366"
"892","modern Bacteria","PF09388"
"893","modern Bacteria","PF09392"
"894","modern Bacteria","PF09406"
"895","modern Bacteria","PF09438"
"896","modern Bacteria","PF09476"
"897","modern Bacteria","PF09498"
"898","modern Bacteria","PF09501"
"899","modern Bacteria","PF09523"
"900","modern Bacteria","PF09524"
"901","modern Bacteria","PF09533"
"902","modern Bacteria","PF09534"
"903","modern Bacteria","CL0767"
"904","modern Bacteria","PF09536"
"905","modern Bacteria","PF09538"
"906","modern Bacteria","PF09539"
"907","modern Bacteria","PF09544"
"908","modern Bacteria","PF09546"
"909","modern Bacteria","PF09548"
"910","modern Bacteria","PF09551"
"911","modern Bacteria","PF09560"
"912","modern Bacteria","PF09577"
"913","modern Bacteria","PF09578"
"914","modern Bacteria","PF09580"
"915","modern Bacteria","PF09581"
"916","modern Bacteria","PF09582"
"917","modern Bacteria","PF09600"
"918","modern Bacteria","PF09608"
"919","modern Bacteria","PF09615"
"920","modern Bacteria","PF09640"
"921","modern Bacteria","PF09654"
"922","modern Bacteria","PF09661"
"923","modern Bacteria","PF09673"
"924","modern Bacteria","PF09676"
"925","modern Bacteria","PF09677"
"926","modern Bacteria","PF09680"
"927","modern Bacteria","PF09682"
"928","modern Bacteria","PF09683"
"929","modern Bacteria","PF09686"
"930","modern Bacteria","PF09693"
"931","modern Bacteria","PF09706"
"932","modern Bacteria","PF09712"
"933","modern Bacteria","PF09718"
"934","modern Bacteria","PF09731"
"935","modern Bacteria","PF09791"
"936","modern Bacteria","PF09829"
"937","modern Bacteria","PF09831"
"938","modern Bacteria","PF09832"
"939","modern Bacteria","PF09834"
"940","modern Bacteria","PF09838"
"941","modern Bacteria","PF09839"
"942","modern Bacteria","PF09842"
"943","modern Bacteria","PF09849"
"944","modern Bacteria","PF09850"
"945","modern Bacteria","PF09856"
"946","modern Bacteria","PF09857"
"947","modern Bacteria","PF09866"
"948","modern Bacteria","PF09867"
"949","modern Bacteria","PF09898"
"950","modern Bacteria","PF09902"
"951","modern Bacteria","PF09906"
"952","modern Bacteria","PF09911"
"953","modern Bacteria","PF09919"
"954","modern Bacteria","PF09923"
"955","modern Bacteria","PF09937"
"956","modern Bacteria","PF09938"
"957","modern Bacteria","PF09955"
"958","modern Bacteria","PF09963"
"959","modern Bacteria","PF09964"
"960","modern Bacteria","PF10031"
"961","modern Bacteria","PF10038"
"962","modern Bacteria","PF10048"
"963","modern Bacteria","PF10052"
"964","modern Bacteria","PF10057"
"965","modern Bacteria","PF10065"
"966","modern Bacteria","PF10069"
"967","modern Bacteria","PF10073"
"968","modern Bacteria","PF10074"
"969","modern Bacteria","PF10084"
"970","modern Bacteria","PF10093"
"971","modern Bacteria","PF10095"
"972","modern Bacteria","PF10098"
"973","modern Bacteria","PF10106"
"974","modern Bacteria","PF10112"
"975","modern Bacteria","PF10115"
"976","modern Bacteria","PF10139"
"977","modern Bacteria","PF10141"
"978","modern Bacteria","PF10216"
"979","modern Bacteria","PF10368"
"980","modern Bacteria","PF10411"
"981","modern Bacteria","PF10414"
"982","modern Bacteria","PF10563"
"983","modern Bacteria","PF10611"
"984","modern Bacteria","PF10612"
"985","modern Bacteria","PF10614"
"986","modern Bacteria","PF10617"
"987","modern Bacteria","PF10618"
"988","modern Bacteria","PF10627"
"989","modern Bacteria","CL0731"
"990","modern Bacteria","PF10635"
"991","modern Bacteria","PF10636"
"992","modern Bacteria","PF10651"
"993","modern Bacteria","PF10652"
"994","modern Bacteria","PF10658"
"995","modern Bacteria","PF10664"
"996","modern Bacteria","PF10673"
"997","modern Bacteria","PF10674"
"998","modern Bacteria","PF10675"
"999","modern Bacteria","PF10676"
"1000","modern Bacteria","PF10679"
"1001","modern Bacteria","PF10689"
"1002","modern Bacteria","PF10691"
"1003","modern Bacteria","PF10693"
"1004","modern Bacteria","PF10694"
"1005","modern Bacteria","PF10696"
"1006","modern Bacteria","PF10702"
"1007","modern Bacteria","PF10704"
"1008","modern Bacteria","PF10708"
"1009","modern Bacteria","PF10710"
"1010","modern Bacteria","PF10716"
"1011","modern Bacteria","PF10718"
"1012","modern Bacteria","PF10720"
"1013","modern Bacteria","PF10724"
"1014","modern Bacteria","PF10726"
"1015","modern Bacteria","PF10730"
"1016","modern Bacteria","PF10732"
"1017","modern Bacteria","PF10734"
"1018","modern Bacteria","PF10737"
"1019","modern Bacteria","PF10742"
"1020","modern Bacteria","PF10745"
"1021","modern Bacteria","PF10747"
"1022","modern Bacteria","PF10750"
"1023","modern Bacteria","PF10755"
"1024","modern Bacteria","PF10758"
"1025","modern Bacteria","PF10759"
"1026","modern Bacteria","PF10764"
"1027","modern Bacteria","PF10768"
"1028","modern Bacteria","PF10776"
"1029","modern Bacteria","PF10779"
"1030","modern Bacteria","PF10782"
"1031","modern Bacteria","PF10783"
"1032","modern Bacteria","PF10801"
"1033","modern Bacteria","PF10803"
"1034","modern Bacteria","PF10805"
"1035","modern Bacteria","PF10821"
"1036","modern Bacteria","PF10844"
"1037","modern Bacteria","PF10850"
"1038","modern Bacteria","PF10864"
"1039","modern Bacteria","PF10901"
"1040","modern Bacteria","PF10915"
"1041","modern Bacteria","PF10925"
"1042","modern Bacteria","PF10928"
"1043","modern Bacteria","PF10929"
"1044","modern Bacteria","PF10932"
"1045","modern Bacteria","PF10935"
"1046","modern Bacteria","PF10938"
"1047","modern Bacteria","PF10939"
"1048","modern Bacteria","PF10942"
"1049","modern Bacteria","PF10944"
"1050","modern Bacteria","PF10947"
"1051","modern Bacteria","PF10948"
"1052","modern Bacteria","PF10955"
"1053","modern Bacteria","PF10957"
"1054","modern Bacteria","PF10958"
"1055","modern Bacteria","PF10960"
"1056","modern Bacteria","PF10966"
"1057","modern Bacteria","PF10969"
"1058","modern Bacteria","PF10970"
"1059","modern Bacteria","PF10972"
"1060","modern Bacteria","PF10973"
"1061","modern Bacteria","PF10978"
"1062","modern Bacteria","PF10980"
"1063","modern Bacteria","PF10981"
"1064","modern Bacteria","PF10982"
"1065","modern Bacteria","PF10983"
"1066","modern Bacteria","PF10984"
"1067","modern Bacteria","PF10986"
"1068","modern Bacteria","PF10989"
"1069","modern Bacteria","PF10993"
"1070","modern Bacteria","PF10997"
"1071","modern Bacteria","PF10999"
"1072","modern Bacteria","PF11000"
"1073","modern Bacteria","PF11003"
"1074","modern Bacteria","PF11006"
"1075","modern Bacteria","PF11007"
"1076","modern Bacteria","PF11011"
"1077","modern Bacteria","PF11013"
"1078","modern Bacteria","PF11014"
"1079","modern Bacteria","PF11016"
"1080","modern Bacteria","PF11021"
"1081","modern Bacteria","PF11041"
"1082","modern Bacteria","PF11062"
"1083","modern Bacteria","PF11064"
"1084","modern Bacteria","PF11067"
"1085","modern Bacteria","PF11068"
"1086","modern Bacteria","PF11072"
"1087","modern Bacteria","PF11079"
"1088","modern Bacteria","PF11084"
"1089","modern Bacteria","PF11085"
"1090","modern Bacteria","PF11101"
"1091","modern Bacteria","PF11102"
"1092","modern Bacteria","PF11112"
"1093","modern Bacteria","PF11116"
"1094","modern Bacteria","PF11117"
"1095","modern Bacteria","PF11118"
"1096","modern Bacteria","PF11122"
"1097","modern Bacteria","PF11132"
"1098","modern Bacteria","PF11137"
"1099","modern Bacteria","PF11140"
"1100","modern Bacteria","PF11142"
"1101","modern Bacteria","PF11143"
"1102","modern Bacteria","PF11148"
"1103","modern Bacteria","PF11149"
"1104","modern Bacteria","PF11150"
"1105","modern Bacteria","PF11151"
"1106","modern Bacteria","PF11153"
"1107","modern Bacteria","PF11155"
"1108","modern Bacteria","PF11157"
"1109","modern Bacteria","PF11161"
"1110","modern Bacteria","PF11164"
"1111","modern Bacteria","PF11165"
"1112","modern Bacteria","PF11169"
"1113","modern Bacteria","PF11173"
"1114","modern Bacteria","PF11174"
"1115","modern Bacteria","PF11184"
"1116","modern Bacteria","PF11189"
"1117","modern Bacteria","PF11190"
"1118","modern Bacteria","PF11191"
"1119","modern Bacteria","PF11193"
"1120","modern Bacteria","PF11197"
"1121","modern Bacteria","PF11198"
"1122","modern Bacteria","PF11201"
"1123","modern Bacteria","PF11203"
"1124","modern Bacteria","PF11205"
"1125","modern Bacteria","PF11207"
"1126","modern Bacteria","PF11209"
"1127","modern Bacteria","PF11210"
"1128","modern Bacteria","PF11213"
"1129","modern Bacteria","PF11216"
"1130","modern Bacteria","PF11217"
"1131","modern Bacteria","PF11219"
"1132","modern Bacteria","PF11222"
"1133","modern Bacteria","PF11227"
"1134","modern Bacteria","PF11228"
"1135","modern Bacteria","PF11233"
"1136","modern Bacteria","PF11237"
"1137","modern Bacteria","PF11238"
"1138","modern Bacteria","PF11239"
"1139","modern Bacteria","PF11240"
"1140","modern Bacteria","PF11241"
"1141","modern Bacteria","PF11248"
"1142","modern Bacteria","PF11249"
"1143","modern Bacteria","PF11255"
"1144","modern Bacteria","PF11256"
"1145","modern Bacteria","PF11258"
"1146","modern Bacteria","PF11264"
"1147","modern Bacteria","PF11267"
"1148","modern Bacteria","PF11268"
"1149","modern Bacteria","PF11271"
"1150","modern Bacteria","PF11273"
"1151","modern Bacteria","PF11279"
"1152","modern Bacteria","PF11280"
"1153","modern Bacteria","PF11282"
"1154","modern Bacteria","PF11283"
"1155","modern Bacteria","PF11284"
"1156","modern Bacteria","PF11285"
"1157","modern Bacteria","PF11286"
"1158","modern Bacteria","PF11287"
"1159","modern Bacteria","PF11290"
"1160","modern Bacteria","PF11295"
"1161","modern Bacteria","PF11296"
"1162","modern Bacteria","PF11297"
"1163","modern Bacteria","PF11298"
"1164","modern Bacteria","PF11305"
"1165","modern Bacteria","PF11307"
"1166","modern Bacteria","PF11314"
"1167","modern Bacteria","PF11317"
"1168","modern Bacteria","PF11319"
"1169","modern Bacteria","PF11324"
"1170","modern Bacteria","PF11332"
"1171","modern Bacteria","PF11333"
"1172","modern Bacteria","PF11337"
"1173","modern Bacteria","PF11338"
"1174","modern Bacteria","PF11340"
"1175","modern Bacteria","PF11341"
"1176","modern Bacteria","PF11342"
"1177","modern Bacteria","PF11343"
"1178","modern Bacteria","PF11344"
"1179","modern Bacteria","PF11346"
"1180","modern Bacteria","PF11348"
"1181","modern Bacteria","PF11349"
"1182","modern Bacteria","PF11352"
"1183","modern Bacteria","PF11353"
"1184","modern Bacteria","PF11360"
"1185","modern Bacteria","PF11361"
"1186","modern Bacteria","PF11363"
"1187","modern Bacteria","PF11368"
"1188","modern Bacteria","PF11371"
"1189","modern Bacteria","PF11375"
"1190","modern Bacteria","PF11377"
"1191","modern Bacteria","PF11378"
"1192","modern Bacteria","PF11382"
"1193","modern Bacteria","PF11385"
"1194","modern Bacteria","PF11387"
"1195","modern Bacteria","PF11390"
"1196","modern Bacteria","PF11431"
"1197","modern Bacteria","PF11445"
"1198","modern Bacteria","PF11446"
"1199","modern Bacteria","PF11450"
"1200","modern Bacteria","PF11452"
"1201","modern Bacteria","PF11453"
"1202","modern Bacteria","PF11454"
"1203","modern Bacteria","PF11455"
"1204","modern Bacteria","PF11456"
"1205","modern Bacteria","PF11457"
"1206","modern Bacteria","PF11460"
"1207","modern Bacteria","PF11518"
"1208","modern Bacteria","PF11574"
"1209","modern Bacteria","PF11588"
"1210","modern Bacteria","PF11660"
"1211","modern Bacteria","PF11661"
"1212","modern Bacteria","PF11662"
"1213","modern Bacteria","PF11665"
"1214","modern Bacteria","PF11679"
"1215","modern Bacteria","PF11683"
"1216","modern Bacteria","PF11688"
"1217","modern Bacteria","PF11691"
"1218","modern Bacteria","PF11694"
"1219","modern Bacteria","CL0367"
"1220","modern Bacteria","PF11726"
"1221","modern Bacteria","PF11728"
"1222","modern Bacteria","PF11730"
"1223","modern Bacteria","PF11739"
"1224","modern Bacteria","PF11740"
"1225","modern Bacteria","PF11743"
"1226","modern Bacteria","PF11745"
"1227","modern Bacteria","PF11748"
"1228","modern Bacteria","PF11749"
"1229","modern Bacteria","PF11752"
"1230","modern Bacteria","PF11772"
"1231","modern Bacteria","PF11776"
"1232","modern Bacteria","PF11796"
"1233","modern Bacteria","PF11797"
"1234","modern Bacteria","PF11800"
"1235","modern Bacteria","PF11804"
"1236","modern Bacteria","PF11805"
"1237","modern Bacteria","PF11808"
"1238","modern Bacteria","PF11812"
"1239","modern Bacteria","PF11815"
"1240","modern Bacteria","PF11827"
"1241","modern Bacteria","PF11828"
"1242","modern Bacteria","PF11829"
"1243","modern Bacteria","PF11833"
"1244","modern Bacteria","PF11843"
"1245","modern Bacteria","PF11850"
"1246","modern Bacteria","PF11859"
"1247","modern Bacteria","PF11862"
"1248","modern Bacteria","PF11866"
"1249","modern Bacteria","PF11868"
"1250","modern Bacteria","PF11871"
"1251","modern Bacteria","PF11872"
"1252","modern Bacteria","PF11873"
"1253","modern Bacteria","PF11876"
"1254","modern Bacteria","PF11877"
"1255","modern Bacteria","PF11880"
"1256","modern Bacteria","PF11887"
"1257","modern Bacteria","PF11888"
"1258","modern Bacteria","PF11893"
"1259","modern Bacteria","PF11902"
"1260","modern Bacteria","PF11906"
"1261","modern Bacteria","PF11909"
"1262","modern Bacteria","PF11911"
"1263","modern Bacteria","PF11920"
"1264","modern Bacteria","PF11937"
"1265","modern Bacteria","PF11939"
"1266","modern Bacteria","PF11943"
"1267","modern Bacteria","PF11944"
"1268","modern Bacteria","PF11947"
"1269","modern Bacteria","PF11953"
"1270","modern Bacteria","PF11982"
"1271","modern Bacteria","PF11987"
"1272","modern Bacteria","PF11990"
"1273","modern Bacteria","PF11993"
"1274","modern Bacteria","PF11996"
"1275","modern Bacteria","PF11998"
"1276","modern Bacteria","PF12005"
"1277","modern Bacteria","PF12028"
"1278","modern Bacteria","PF12046"
"1279","modern Bacteria","PF12049"
"1280","modern Bacteria","PF12058"
"1281","modern Bacteria","PF12059"
"1282","modern Bacteria","PF12060"
"1283","modern Bacteria","PF12065"
"1284","modern Bacteria","PF12069"
"1285","modern Bacteria","PF12071"
"1286","modern Bacteria","PF12077"
"1287","modern Bacteria","PF12080"
"1288","modern Bacteria","PF12081"
"1289","modern Bacteria","PF12089"
"1290","modern Bacteria","PF12091"
"1291","modern Bacteria","PF12095"
"1292","modern Bacteria","PF12096"
"1293","modern Bacteria","PF12100"
"1294","modern Bacteria","PF12101"
"1295","modern Bacteria","PF12112"
"1296","modern Bacteria","PF12119"
"1297","modern Bacteria","PF12137"
"1298","modern Bacteria","PF12164"
"1299","modern Bacteria","PF12170"
"1300","modern Bacteria","PF12186"
"1301","modern Bacteria","PF12200"
"1302","modern Bacteria","PF12221"
"1303","modern Bacteria","PF12227"
"1304","modern Bacteria","PF12249"
"1305","modern Bacteria","PF12270"
"1306","modern Bacteria","PF12276"
"1307","modern Bacteria","PF12279"
"1308","modern Bacteria","PF12288"
"1309","modern Bacteria","PF12290"
"1310","modern Bacteria","PF12293"
"1311","modern Bacteria","PF12318"
"1312","modern Bacteria","PF12321"
"1313","modern Bacteria","PF12339"
"1314","modern Bacteria","PF12362"
"1315","modern Bacteria","PF12401"
"1316","modern Bacteria","PF12404"
"1317","modern Bacteria","PF12434"
"1318","modern Bacteria","PF12438"
"1319","modern Bacteria","PF12447"
"1320","modern Bacteria","PF12452"
"1321","modern Bacteria","PF12459"
"1322","modern Bacteria","PF12462"
"1323","modern Bacteria","PF12484"
"1324","modern Bacteria","PF12500"
"1325","modern Bacteria","PF12501"
"1326","modern Bacteria","PF12502"
"1327","modern Bacteria","PF12508"
"1328","modern Bacteria","CL0745"
"1329","modern Bacteria","PF12514"
"1330","modern Bacteria","PF12525"
"1331","modern Bacteria","PF12527"
"1332","modern Bacteria","PF12531"
"1333","modern Bacteria","PF12536"
"1334","modern Bacteria","PF12545"
"1335","modern Bacteria","PF12551"
"1336","modern Bacteria","PF12553"
"1337","modern Bacteria","PF12555"
"1338","modern Bacteria","PF12557"
"1339","modern Bacteria","PF12558"
"1340","modern Bacteria","PF12559"
"1341","modern Bacteria","PF12565"
"1342","modern Bacteria","PF12573"
"1343","modern Bacteria","PF12599"
"1344","modern Bacteria","PF12607"
"1345","modern Bacteria","PF12611"
"1346","modern Bacteria","PF12616"
"1347","modern Bacteria","PF12617"
"1348","modern Bacteria","PF12626"
"1349","modern Bacteria","PF12638"
"1350","modern Bacteria","PF12646"
"1351","modern Bacteria","PF12648"
"1352","modern Bacteria","PF12652"
"1353","modern Bacteria","PF12655"
"1354","modern Bacteria","PF12666"
"1355","modern Bacteria","PF12670"
"1356","modern Bacteria","PF12685"
"1357","modern Bacteria","PF12687"
"1358","modern Bacteria","PF12758"
"1359","modern Bacteria","PF12788"
"1360","modern Bacteria","PF12791"
"1361","modern Bacteria","PF12792"
"1362","modern Bacteria","PF12794"
"1363","modern Bacteria","PF12841"
"1364","modern Bacteria","PF12864"
"1365","modern Bacteria","PF12912"
"1366","modern Bacteria","PF12953"
"1367","modern Bacteria","PF12957"
"1368","modern Bacteria","PF12958"
"1369","modern Bacteria","PF12977"
"1370","modern Bacteria","PF12982"
"1371","modern Bacteria","PF12984"
"1372","modern Bacteria","PF12987"
"1373","modern Bacteria","PF12991"
"1374","modern Bacteria","PF13025"
"1375","modern Bacteria","PF13027"
"1376","modern Bacteria","PF13037"
"1377","modern Bacteria","PF13038"
"1378","modern Bacteria","PF13039"
"1379","modern Bacteria","PF13040"
"1380","modern Bacteria","PF13047"
"1381","modern Bacteria","PF13072"
"1382","modern Bacteria","PF13076"
"1383","modern Bacteria","PF13111"
"1384","modern Bacteria","PF13129"
"1385","modern Bacteria","PF13157"
"1386","modern Bacteria","PF13165"
"1387","modern Bacteria","PF13170"
"1388","modern Bacteria","PF13171"
"1389","modern Bacteria","PF13196"
"1390","modern Bacteria","PF13223"
"1391","modern Bacteria","PF13253"
"1392","modern Bacteria","PF13267"
"1393","modern Bacteria","PF13296"
"1394","modern Bacteria","PF13312"
"1395","modern Bacteria","PF13318"
"1396","modern Bacteria","PF13326"
"1397","modern Bacteria","PF13331"
"1398","modern Bacteria","PF13351"
"1399","modern Bacteria","PF13397"
"1400","modern Bacteria","PF13511"
"1401","modern Bacteria","PF13552"
"1402","modern Bacteria","PF13562"
"1403","modern Bacteria","PF13571"
"1404","modern Bacteria","PF13595"
"1405","modern Bacteria","PF13600"
"1406","modern Bacteria","PF13605"
"1407","modern Bacteria","PF13617"
"1408","modern Bacteria","PF13663"
"1409","modern Bacteria","PF13665"
"1410","modern Bacteria","PF13681"
"1411","modern Bacteria","PF13689"
"1412","modern Bacteria","PF13698"
"1413","modern Bacteria","PF13708"
"1414","modern Bacteria","PF13721"
"1415","modern Bacteria","PF13731"
"1416","modern Bacteria","PF13755"
"1417","modern Bacteria","PF13763"
"1418","modern Bacteria","PF13769"
"1419","modern Bacteria","PF13770"
"1420","modern Bacteria","PF13773"
"1421","modern Bacteria","PF13780"
"1422","modern Bacteria","PF13782"
"1423","modern Bacteria","PF13789"
"1424","modern Bacteria","PF13790"
"1425","modern Bacteria","PF13791"
"1426","modern Bacteria","PF13797"
"1427","modern Bacteria","PF13798"
"1428","modern Bacteria","PF13799"
"1429","modern Bacteria","PF13800"
"1430","modern Bacteria","PF13822"
"1431","modern Bacteria","PF13829"
"1432","modern Bacteria","PF13830"
"1433","modern Bacteria","PF13834"
"1434","modern Bacteria","PF13845"
"1435","modern Bacteria","PF13948"
"1436","modern Bacteria","PF13954"
"1437","modern Bacteria","PF13986"
"1438","modern Bacteria","PF13988"
"1439","modern Bacteria","PF13997"
"1440","modern Bacteria","PF14003"
"1441","modern Bacteria","PF14004"
"1442","modern Bacteria","PF14005"
"1443","modern Bacteria","PF14006"
"1444","modern Bacteria","PF14011"
"1445","modern Bacteria","PF14012"
"1446","modern Bacteria","PF14013"
"1447","modern Bacteria","PF14017"
"1448","modern Bacteria","PF14019"
"1449","modern Bacteria","PF14029"
"1450","modern Bacteria","PF14030"
"1451","modern Bacteria","PF14034"
"1452","modern Bacteria","PF14035"
"1453","modern Bacteria","PF14036"
"1454","modern Bacteria","PF14038"
"1455","modern Bacteria","PF14039"
"1456","modern Bacteria","PF14041"
"1457","modern Bacteria","PF14042"
"1458","modern Bacteria","PF14043"
"1459","modern Bacteria","PF14044"
"1460","modern Bacteria","PF14045"
"1461","modern Bacteria","PF14054"
"1462","modern Bacteria","PF14056"
"1463","modern Bacteria","PF14058"
"1464","modern Bacteria","PF14059"
"1465","modern Bacteria","PF14063"
"1466","modern Bacteria","PF14068"
"1467","modern Bacteria","PF14069"
"1468","modern Bacteria","PF14071"
"1469","modern Bacteria","PF14084"
"1470","modern Bacteria","PF14086"
"1471","modern Bacteria","PF14089"
"1472","modern Bacteria","PF14093"
"1473","modern Bacteria","PF14097"
"1474","modern Bacteria","PF14098"
"1475","modern Bacteria","PF14105"
"1476","modern Bacteria","PF14107"
"1477","modern Bacteria","PF14109"
"1478","modern Bacteria","PF14116"
"1479","modern Bacteria","PF14120"
"1480","modern Bacteria","PF14123"
"1481","modern Bacteria","PF14126"
"1482","modern Bacteria","PF14127"
"1483","modern Bacteria","PF14128"
"1484","modern Bacteria","PF14129"
"1485","modern Bacteria","PF14134"
"1486","modern Bacteria","PF14135"
"1487","modern Bacteria","PF14141"
"1488","modern Bacteria","PF14143"
"1489","modern Bacteria","PF14146"
"1490","modern Bacteria","PF14147"
"1491","modern Bacteria","PF14148"
"1492","modern Bacteria","PF14149"
"1493","modern Bacteria","PF14153"
"1494","modern Bacteria","PF14155"
"1495","modern Bacteria","PF14158"
"1496","modern Bacteria","PF14159"
"1497","modern Bacteria","PF14165"
"1498","modern Bacteria","PF14167"
"1499","modern Bacteria","PF14168"
"1500","modern Bacteria","PF14169"
"1501","modern Bacteria","PF14173"
"1502","modern Bacteria","PF14174"
"1503","modern Bacteria","PF14177"
"1504","modern Bacteria","PF14179"
"1505","modern Bacteria","PF14181"
"1506","modern Bacteria","PF14183"
"1507","modern Bacteria","PF14191"
"1508","modern Bacteria","PF14193"
"1509","modern Bacteria","PF14194"
"1510","modern Bacteria","PF14198"
"1511","modern Bacteria","PF14199"
"1512","modern Bacteria","PF14205"
"1513","modern Bacteria","PF14208"
"1514","modern Bacteria","PF14209"
"1515","modern Bacteria","PF14217"
"1516","modern Bacteria","PF14218"
"1517","modern Bacteria","PF14221"
"1518","modern Bacteria","PF14230"
"1519","modern Bacteria","PF14233"
"1520","modern Bacteria","PF14249"
"1521","modern Bacteria","PF14255"
"1522","modern Bacteria","PF14265"
"1523","modern Bacteria","PF14266"
"1524","modern Bacteria","PF14270"
"1525","modern Bacteria","PF14274"
"1526","modern Bacteria","PF14275"
"1527","modern Bacteria","PF14276"
"1528","modern Bacteria","PF14287"
"1529","modern Bacteria","PF14289"
"1530","modern Bacteria","PF14293"
"1531","modern Bacteria","PF14325"
"1532","modern Bacteria","PF14331"
"1533","modern Bacteria","PF14333"
"1534","modern Bacteria","PF14348"
"1535","modern Bacteria","PF14349"
"1536","modern Bacteria","PF14356"
"1537","modern Bacteria","PF14357"
"1538","modern Bacteria","PF14366"
"1539","modern Bacteria","PF14387"
"1540","modern Bacteria","PF14395"
"1541","modern Bacteria","PF14472"
"1542","modern Bacteria","PF14480"
"1543","modern Bacteria","PF14494"
"1544","modern Bacteria","PF14504"
"1545","modern Bacteria","PF14584"
"1546","modern Bacteria","PF14682"
"1547","modern Bacteria","PF14689"
"1548","modern Bacteria","PF14714"
"1549","modern Bacteria","PF14730"
"1550","modern Bacteria","PF14785"
"1551","modern Bacteria","PF14790"
"1552","modern Bacteria","PF14793"
"1553","modern Bacteria","PF14794"
"1554","modern Bacteria","PF14850"
"1555","modern Bacteria","PF14873"
"1556","modern Bacteria","PF14882"
"1557","modern Bacteria","PF14898"
"1558","modern Bacteria","PF14899"
"1559","modern Bacteria","PF14902"
"1560","modern Bacteria","PF15071"
"1561","modern Bacteria","PF15567"
"1562","modern Bacteria","PF15864"
"1563","modern Bacteria","PF15889"
"1564","modern Bacteria","PF15980"
"1565","modern Bacteria","PF15983"
"1566","modern Bacteria","PF16068"
"1567","modern Bacteria","PF16069"
"1568","modern Bacteria","PF16074"
"1569","modern Bacteria","CL0562"
"1570","modern Bacteria","CL0563"
"1571","modern Bacteria","PF16107"
"1572","modern Bacteria","PF16108"
"1573","modern Bacteria","PF16110"
"1574","modern Bacteria","PF16115"
"1575","modern Bacteria","PF16118"
"1576","modern Bacteria","PF16119"
"1577","modern Bacteria","PF16120"
"1578","modern Bacteria","PF16125"
"1579","modern Bacteria","PF16137"
"1580","modern Bacteria","PF16148"
"1581","modern Bacteria","PF16155"
"1582","modern Bacteria","PF16166"
"1583","modern Bacteria","PF16170"
"1584","modern Bacteria","PF16200"
"1585","modern Bacteria","PF16217"
"1586","modern Bacteria","PF16233"
"1587","modern Bacteria","PF16234"
"1588","modern Bacteria","PF16248"
"1589","modern Bacteria","PF16250"
"1590","modern Bacteria","PF16256"
"1591","modern Bacteria","PF16259"
"1592","modern Bacteria","PF16267"
"1593","modern Bacteria","PF16271"
"1594","modern Bacteria","PF16296"
"1595","modern Bacteria","PF16330"
"1596","modern Bacteria","PF16331"
"1597","modern Bacteria","PF16356"
"1598","modern Bacteria","PF16361"
"1599","modern Bacteria","PF16373"
"1600","modern Bacteria","PF16378"
"1601","modern Bacteria","PF16398"
"1602","modern Bacteria","PF16410"
"1603","modern Bacteria","PF16411"
"1604","modern Bacteria","PF16448"
"1605","modern Bacteria","PF16481"
"1606","modern Bacteria","PF16525"
"1607","modern Bacteria","PF16548"
"1608","modern Bacteria","PF16571"
"1609","modern Bacteria","PF16593"
"1610","modern Bacteria","PF16639"
"1611","modern Bacteria","PF16691"
"1612","modern Bacteria","PF16701"
"1613","modern Bacteria","PF16708"
"1614","modern Bacteria","PF16751"
"1615","modern Bacteria","CL0752"
"1616","modern Bacteria","PF16798"
"1617","modern Bacteria","PF16823"
"1618","modern Bacteria","PF16827"
"1619","modern Bacteria","PF16844"
"1620","modern Bacteria","PF16888"
"1621","modern Bacteria","PF16919"
"1622","modern Bacteria","PF16932"
"1623","modern Bacteria","PF16935"
"1624","modern Bacteria","PF16945"
"1625","modern Bacteria","PF16982"
"1626","modern Bacteria","PF16989"
"1627","modern Bacteria","PF16995"
"1628","modern Bacteria","PF17070"
"1629","modern Bacteria","PF17140"
"1630","modern Bacteria","PF17148"
"1631","modern Bacteria","PF17150"
"1632","modern Bacteria","PF17162"
"1633","modern Bacteria","PF17166"
"1634","modern Bacteria","PF17188"
